Event_ID,Employee_ID,Business_Process,Step_Name,Milestone,Due_Date,Status,Completed_Date,Assigned_To_Role
BP-90551,EMP7042,Onboarding,Compliance training assigned,Day 7,2026-07-05,Completed,2026-06-30,IT
BP-90552,EMP7042,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-14,Completed,2026-06-25,Manager
BP-90553,EMP7042,Onboarding,First 1:1 scheduled,Day 7,2026-06-21,Completed,2026-07-01,Manager
BP-90554,EMP7042,Onboarding,Role goals set,Day 30,2026-06-10,Completed,2026-07-11,Manager
BP-90555,EMP7042,Onboarding,Compliance Document signed,Day 30,2026-07-04,Escalated,,Manager
BP-90556,EMP7042,Onboarding,30-day check-in,Day 30,2026-06-13,Completed,2026-07-01,Payroll
BP-90557,EMP7042,Onboarding,Mid-probation review,Day 60,2026-06-03,Completed,2026-07-10,Manager
BP-90558,EMP7042,Onboarding,Probation decision,Day 90,2026-05-20,Not Started,,HR
BP-90559,EMP7042,Onboarding,90-day survey,Day 90,2026-06-11,Completed,2026-07-04,IT
BP-90560,EMP7043,Onboarding,Laptop issued,Day 1,2026-07-08,In Progress,,HR
BP-90561,EMP7043,Onboarding,Email + SSO access,Day 1,2026-06-09,Escalated,,IT
BP-90562,EMP7043,Onboarding,Building badge,Day 1,2026-06-11,Completed,2026-07-04,HR
BP-90563,EMP7043,Onboarding,Team introduction,Day 1,2026-07-22,In Progress,,Manager
BP-90564,EMP7043,Onboarding,Compliance training assigned,Day 7,2026-07-16,Completed,2026-07-14,HR
BP-90565,EMP7043,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-17,Not Started,,Manager
BP-90566,EMP7043,Onboarding,First 1:1 scheduled,Day 7,2026-07-29,In Progress,,IT
BP-90567,EMP7043,Onboarding,Role goals set,Day 30,2026-05-30,Completed,2026-07-14,IT
BP-90568,EMP7043,Onboarding,Compliance Document signed,Day 30,2026-07-17,Not Started,,Manager
BP-90569,EMP7043,Onboarding,30-day check-in,Day 30,2026-07-07,Not Started,,IT
BP-90570,EMP7043,Onboarding,Mid-probation review,Day 60,2026-06-08,Escalated,,IT
BP-90571,EMP7043,Onboarding,Probation decision,Day 90,2026-06-03,Not Started,,Payroll
BP-90572,EMP7043,Onboarding,90-day survey,Day 90,2026-06-10,Completed,2026-07-02,Payroll
BP-90573,EMP7044,Onboarding,Laptop issued,Day 1,2026-07-21,Completed,2026-07-13,Manager
BP-90574,EMP7044,Onboarding,Email + SSO access,Day 1,2026-06-13,Completed,2026-07-14,Payroll
BP-90575,EMP7044,Onboarding,Building badge,Day 1,2026-08-01,Completed,2026-06-27,Manager
BP-90576,EMP7044,Onboarding,Team introduction,Day 1,2026-07-26,Completed,2026-07-15,HR
BP-90577,EMP7044,Onboarding,Compliance training assigned,Day 7,2026-06-27,Not Started,,HR
BP-90578,EMP7044,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-04,In Progress,,Manager
BP-90579,EMP7044,Onboarding,First 1:1 scheduled,Day 7,2026-06-23,Completed,2026-07-13,Payroll
BP-90580,EMP7044,Onboarding,Role goals set,Day 30,2026-07-31,Not Started,,Manager
BP-90581,EMP7044,Onboarding,Compliance Document signed,Day 30,2026-07-11,Completed,2026-07-02,HR
BP-90582,EMP7044,Onboarding,30-day check-in,Day 30,2026-06-18,Not Started,,Payroll
BP-90583,EMP7044,Onboarding,Mid-probation review,Day 60,2026-06-18,Completed,2026-07-10,IT
BP-90584,EMP7044,Onboarding,Probation decision,Day 90,2026-05-20,Escalated,,Payroll
BP-90585,EMP7044,Onboarding,90-day survey,Day 90,2026-07-21,Completed,2026-07-13,Payroll
BP-90586,EMP7045,Onboarding,Laptop issued,Day 1,2026-06-22,Completed,2026-07-07,HR
BP-90587,EMP7045,Onboarding,Email + SSO access,Day 1,2026-05-29,Completed,2026-07-04,IT
BP-90588,EMP7045,Onboarding,Building badge,Day 1,2026-07-02,Not Started,,HR
BP-90589,EMP7045,Onboarding,Team introduction,Day 1,2026-05-22,In Progress,,IT
BP-90590,EMP7045,Onboarding,Compliance training assigned,Day 7,2026-06-08,Not Started,,HR
BP-90591,EMP7045,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-04,Escalated,,Manager
BP-90592,EMP7045,Onboarding,First 1:1 scheduled,Day 7,2026-06-13,Completed,2026-07-06,Manager
BP-90593,EMP7045,Onboarding,Role goals set,Day 30,2026-05-27,In Progress,,Manager
BP-90594,EMP7045,Onboarding,Compliance Document signed,Day 30,2026-06-26,In Progress,,Manager
BP-90595,EMP7045,Onboarding,30-day check-in,Day 30,2026-06-19,Completed,2026-06-29,IT
BP-90596,EMP7045,Onboarding,Mid-probation review,Day 60,2026-05-19,Completed,2026-07-01,Payroll
BP-90597,EMP7045,Onboarding,Probation decision,Day 90,2026-06-25,Not Started,,Payroll
BP-90598,EMP7045,Onboarding,90-day survey,Day 90,2026-05-29,In Progress,,Payroll
BP-90599,EMP7046,Onboarding,Laptop issued,Day 1,2026-07-31,Escalated,,IT
BP-90600,EMP7046,Onboarding,Email + SSO access,Day 1,2026-07-12,Completed,2026-06-27,HR
BP-90601,EMP7046,Onboarding,Building badge,Day 1,2026-07-05,In Progress,,IT
BP-90602,EMP7046,Onboarding,Team introduction,Day 1,2026-07-27,Completed,2026-06-27,Manager
BP-90603,EMP7046,Onboarding,Compliance training assigned,Day 7,2026-06-03,Completed,2026-06-29,IT
BP-90604,EMP7046,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-05,Completed,2026-06-25,IT
BP-90605,EMP7046,Onboarding,First 1:1 scheduled,Day 7,2026-07-19,Completed,2026-07-03,Payroll
BP-90606,EMP7046,Onboarding,Role goals set,Day 30,2026-05-28,In Progress,,Manager
BP-90607,EMP7046,Onboarding,Compliance Document signed,Day 30,2026-07-24,In Progress,,Payroll
BP-90608,EMP7046,Onboarding,30-day check-in,Day 30,2026-06-01,Not Started,,IT
BP-90609,EMP7046,Onboarding,Mid-probation review,Day 60,2026-06-20,Completed,2026-07-06,HR
BP-90610,EMP7046,Onboarding,Probation decision,Day 90,2026-06-16,Escalated,,Manager
BP-90611,EMP7046,Onboarding,90-day survey,Day 90,2026-07-30,Not Started,,Manager
BP-90612,EMP7047,Onboarding,Laptop issued,Day 1,2026-05-28,Completed,2026-06-26,Manager
BP-90613,EMP7047,Onboarding,Email + SSO access,Day 1,2026-07-13,Completed,2026-06-26,IT
BP-90614,EMP7047,Onboarding,Building badge,Day 1,2026-06-10,Completed,2026-07-05,Manager
BP-90615,EMP7047,Onboarding,Team introduction,Day 1,2026-06-23,Escalated,,Manager
BP-90616,EMP7047,Onboarding,Compliance training assigned,Day 7,2026-06-06,Completed,2026-07-08,IT
BP-90617,EMP7047,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-05,Not Started,,Payroll
BP-90618,EMP7047,Onboarding,First 1:1 scheduled,Day 7,2026-06-28,Completed,2026-07-03,IT
BP-90619,EMP7047,Onboarding,Role goals set,Day 30,2026-07-08,Completed,2026-07-05,Manager
BP-90620,EMP7047,Onboarding,Compliance Document signed,Day 30,2026-05-29,Completed,2026-07-14,Manager
BP-90621,EMP7047,Onboarding,30-day check-in,Day 30,2026-07-16,In Progress,,IT
BP-90622,EMP7047,Onboarding,Mid-probation review,Day 60,2026-07-22,Completed,2026-07-04,Payroll
BP-90623,EMP7047,Onboarding,Probation decision,Day 90,2026-08-04,Completed,2026-07-12,Payroll
BP-90624,EMP7047,Onboarding,90-day survey,Day 90,2026-06-19,Completed,2026-07-01,Manager
BP-90625,EMP7048,Onboarding,Laptop issued,Day 1,2026-05-27,Escalated,,Manager
BP-90626,EMP7048,Onboarding,Email + SSO access,Day 1,2026-07-31,Not Started,,Payroll
BP-90627,EMP7048,Onboarding,Building badge,Day 1,2026-06-06,In Progress,,IT
BP-90628,EMP7048,Onboarding,Team introduction,Day 1,2026-07-06,Completed,2026-07-14,Payroll
BP-90629,EMP7048,Onboarding,Compliance training assigned,Day 7,2026-05-29,Completed,2026-06-26,Manager
BP-90630,EMP7048,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-23,In Progress,,IT
BP-90631,EMP7048,Onboarding,First 1:1 scheduled,Day 7,2026-07-04,Completed,2026-06-30,IT
BP-90632,EMP7048,Onboarding,Role goals set,Day 30,2026-07-30,Not Started,,Payroll
BP-90633,EMP7048,Onboarding,Compliance Document signed,Day 30,2026-06-30,Not Started,,Payroll
BP-90634,EMP7048,Onboarding,30-day check-in,Day 30,2026-05-16,Completed,2026-06-28,HR
BP-90635,EMP7048,Onboarding,Mid-probation review,Day 60,2026-06-05,Not Started,,Manager
BP-90636,EMP7048,Onboarding,Probation decision,Day 90,2026-06-22,In Progress,,Payroll
BP-90637,EMP7048,Onboarding,90-day survey,Day 90,2026-06-02,Completed,2026-07-14,IT
BP-90638,EMP7049,Onboarding,Laptop issued,Day 1,2026-05-26,Completed,2026-07-13,HR
BP-90639,EMP7049,Onboarding,Email + SSO access,Day 1,2026-06-21,In Progress,,Payroll
BP-90640,EMP7049,Onboarding,Building badge,Day 1,2026-06-23,Completed,2026-07-06,IT
BP-90641,EMP7049,Onboarding,Team introduction,Day 1,2026-05-24,Completed,2026-06-30,HR
BP-90642,EMP7049,Onboarding,Compliance training assigned,Day 7,2026-06-20,Completed,2026-07-13,Manager
BP-90643,EMP7049,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-07,Completed,2026-07-03,IT
BP-90644,EMP7049,Onboarding,First 1:1 scheduled,Day 7,2026-07-15,Completed,2026-07-01,Payroll
BP-90645,EMP7049,Onboarding,Role goals set,Day 30,2026-06-05,Not Started,,Manager
BP-90646,EMP7049,Onboarding,Compliance Document signed,Day 30,2026-07-13,Completed,2026-07-11,HR
BP-90647,EMP7049,Onboarding,30-day check-in,Day 30,2026-07-17,Completed,2026-07-03,HR
BP-90648,EMP7049,Onboarding,Mid-probation review,Day 60,2026-07-20,Completed,2026-06-25,IT
BP-90649,EMP7049,Onboarding,Probation decision,Day 90,2026-05-18,Completed,2026-07-01,Manager
BP-90650,EMP7049,Onboarding,90-day survey,Day 90,2026-07-27,Escalated,,IT
BP-90651,EMP7050,Onboarding,Laptop issued,Day 1,2026-07-10,Completed,2026-06-29,Payroll
BP-90652,EMP7050,Onboarding,Email + SSO access,Day 1,2026-06-16,Completed,2026-07-02,IT
BP-90653,EMP7050,Onboarding,Building badge,Day 1,2026-08-04,Completed,2026-07-13,Manager
BP-90654,EMP7050,Onboarding,Team introduction,Day 1,2026-05-29,Not Started,,IT
BP-90655,EMP7050,Onboarding,Compliance training assigned,Day 7,2026-05-30,Completed,2026-06-27,Manager
BP-90656,EMP7050,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-28,Completed,2026-07-06,HR
BP-90657,EMP7050,Onboarding,First 1:1 scheduled,Day 7,2026-07-14,Completed,2026-07-13,IT
BP-90658,EMP7050,Onboarding,Role goals set,Day 30,2026-07-03,Completed,2026-06-28,Manager
BP-90659,EMP7050,Onboarding,Compliance Document signed,Day 30,2026-07-21,In Progress,,Payroll
BP-90660,EMP7050,Onboarding,30-day check-in,Day 30,2026-06-07,Not Started,,IT
BP-90661,EMP7050,Onboarding,Mid-probation review,Day 60,2026-07-03,Completed,2026-07-11,HR
BP-90662,EMP7050,Onboarding,Probation decision,Day 90,2026-06-02,Completed,2026-07-11,IT
BP-90663,EMP7050,Onboarding,90-day survey,Day 90,2026-06-29,Completed,2026-07-13,Payroll
BP-90664,EMP7051,Onboarding,Laptop issued,Day 1,2026-05-20,In Progress,,Payroll
BP-90665,EMP7051,Onboarding,Email + SSO access,Day 1,2026-07-13,In Progress,,Payroll
BP-90666,EMP7051,Onboarding,Building badge,Day 1,2026-07-30,Completed,2026-06-29,Payroll
BP-90667,EMP7051,Onboarding,Team introduction,Day 1,2026-07-16,Completed,2026-06-28,HR
BP-90668,EMP7051,Onboarding,Compliance training assigned,Day 7,2026-05-20,Not Started,,Payroll
BP-90669,EMP7051,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-29,Completed,2026-06-27,Payroll
BP-90670,EMP7051,Onboarding,First 1:1 scheduled,Day 7,2026-07-09,Completed,2026-06-26,Manager
BP-90671,EMP7051,Onboarding,Role goals set,Day 30,2026-06-19,Completed,2026-06-29,Manager
BP-90672,EMP7051,Onboarding,Compliance Document signed,Day 30,2026-06-18,Completed,2026-07-07,Payroll
BP-90673,EMP7051,Onboarding,30-day check-in,Day 30,2026-08-02,In Progress,,IT
BP-90674,EMP7051,Onboarding,Mid-probation review,Day 60,2026-07-17,Completed,2026-07-09,Payroll
BP-90675,EMP7051,Onboarding,Probation decision,Day 90,2026-07-21,Not Started,,Payroll
BP-90676,EMP7051,Onboarding,90-day survey,Day 90,2026-07-25,Completed,2026-06-27,Manager
BP-90677,EMP7052,Onboarding,Laptop issued,Day 1,2026-08-02,Completed,2026-07-12,IT
BP-90678,EMP7052,Onboarding,Email + SSO access,Day 1,2026-07-04,Completed,2026-07-01,Payroll
BP-90679,EMP7052,Onboarding,Building badge,Day 1,2026-07-03,In Progress,,Payroll
BP-90680,EMP7052,Onboarding,Team introduction,Day 1,2026-06-12,Completed,2026-07-03,HR
BP-90681,EMP7052,Onboarding,Compliance training assigned,Day 7,2026-05-31,Completed,2026-07-02,Payroll
BP-90682,EMP7052,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-29,Completed,2026-06-28,Manager
BP-90683,EMP7052,Onboarding,First 1:1 scheduled,Day 7,2026-07-17,Completed,2026-06-30,HR
BP-90684,EMP7052,Onboarding,Role goals set,Day 30,2026-06-14,In Progress,,Payroll
BP-90685,EMP7052,Onboarding,Compliance Document signed,Day 30,2026-07-07,Escalated,,Manager
BP-90686,EMP7052,Onboarding,30-day check-in,Day 30,2026-07-16,Completed,2026-07-15,HR
BP-90687,EMP7052,Onboarding,Mid-probation review,Day 60,2026-06-20,In Progress,,HR
BP-90688,EMP7052,Onboarding,Probation decision,Day 90,2026-06-04,Completed,2026-07-06,IT
BP-90689,EMP7052,Onboarding,90-day survey,Day 90,2026-07-14,Completed,2026-06-27,Manager
BP-90690,EMP7053,Onboarding,Laptop issued,Day 1,2026-05-30,Completed,2026-07-08,HR
BP-90691,EMP7053,Onboarding,Email + SSO access,Day 1,2026-06-20,Completed,2026-07-08,Manager
BP-90692,EMP7053,Onboarding,Building badge,Day 1,2026-05-28,Not Started,,Payroll
BP-90693,EMP7053,Onboarding,Team introduction,Day 1,2026-07-04,Completed,2026-06-30,Manager
BP-90694,EMP7053,Onboarding,Compliance training assigned,Day 7,2026-06-20,Completed,2026-07-13,Manager
BP-90695,EMP7053,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-24,Completed,2026-07-02,Manager
BP-90696,EMP7053,Onboarding,First 1:1 scheduled,Day 7,2026-05-26,Completed,2026-06-29,Payroll
BP-90697,EMP7053,Onboarding,Role goals set,Day 30,2026-07-28,In Progress,,Payroll
BP-90698,EMP7053,Onboarding,Compliance Document signed,Day 30,2026-07-10,Completed,2026-07-05,HR
BP-90699,EMP7053,Onboarding,30-day check-in,Day 30,2026-06-13,Escalated,,IT
BP-90700,EMP7053,Onboarding,Mid-probation review,Day 60,2026-07-09,Completed,2026-07-01,HR
BP-90701,EMP7053,Onboarding,Probation decision,Day 90,2026-07-13,Not Started,,Payroll
BP-90702,EMP7053,Onboarding,90-day survey,Day 90,2026-07-26,Escalated,,IT
BP-90703,EMP7054,Onboarding,Laptop issued,Day 1,2026-07-19,Completed,2026-06-26,Manager
BP-90704,EMP7054,Onboarding,Email + SSO access,Day 1,2026-06-16,Completed,2026-06-26,Payroll
BP-90705,EMP7054,Onboarding,Building badge,Day 1,2026-07-23,In Progress,,HR
BP-90706,EMP7054,Onboarding,Team introduction,Day 1,2026-07-06,Completed,2026-07-05,Payroll
BP-90707,EMP7054,Onboarding,Compliance training assigned,Day 7,2026-06-15,Completed,2026-06-30,Manager
BP-90708,EMP7054,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-22,Completed,2026-07-11,Payroll
BP-90709,EMP7054,Onboarding,First 1:1 scheduled,Day 7,2026-07-15,Completed,2026-06-26,IT
BP-90710,EMP7054,Onboarding,Role goals set,Day 30,2026-05-26,In Progress,,HR
BP-90711,EMP7054,Onboarding,Compliance Document signed,Day 30,2026-08-04,Completed,2026-07-05,Payroll
BP-90712,EMP7054,Onboarding,30-day check-in,Day 30,2026-06-04,Completed,2026-06-28,Manager
BP-90713,EMP7054,Onboarding,Mid-probation review,Day 60,2026-07-06,Completed,2026-07-09,Payroll
BP-90714,EMP7054,Onboarding,Probation decision,Day 90,2026-08-03,In Progress,,HR
BP-90715,EMP7054,Onboarding,90-day survey,Day 90,2026-07-15,Completed,2026-07-02,Manager
BP-90716,EMP7055,Onboarding,Laptop issued,Day 1,2026-07-09,Completed,2026-06-30,IT
BP-90717,EMP7055,Onboarding,Email + SSO access,Day 1,2026-05-16,Completed,2026-07-05,Manager
BP-90718,EMP7055,Onboarding,Building badge,Day 1,2026-06-05,Not Started,,Manager
BP-90719,EMP7055,Onboarding,Team introduction,Day 1,2026-06-22,In Progress,,Manager
BP-90720,EMP7055,Onboarding,Compliance training assigned,Day 7,2026-06-04,Escalated,,IT
BP-90721,EMP7055,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-07,Completed,2026-07-07,Payroll
BP-90722,EMP7055,Onboarding,First 1:1 scheduled,Day 7,2026-07-08,Completed,2026-07-11,Payroll
BP-90723,EMP7055,Onboarding,Role goals set,Day 30,2026-07-10,Not Started,,Payroll
BP-90724,EMP7055,Onboarding,Compliance Document signed,Day 30,2026-07-12,Completed,2026-07-03,HR
BP-90725,EMP7055,Onboarding,30-day check-in,Day 30,2026-06-01,In Progress,,Payroll
BP-90726,EMP7055,Onboarding,Mid-probation review,Day 60,2026-06-06,Completed,2026-07-14,HR
BP-90727,EMP7055,Onboarding,Probation decision,Day 90,2026-06-17,Completed,2026-07-09,Manager
BP-90728,EMP7055,Onboarding,90-day survey,Day 90,2026-07-11,In Progress,,Manager
BP-90729,EMP7056,Onboarding,Laptop issued,Day 1,2026-06-16,Completed,2026-06-29,Payroll
BP-90730,EMP7056,Onboarding,Email + SSO access,Day 1,2026-05-17,Completed,2026-06-27,HR
BP-90731,EMP7056,Onboarding,Building badge,Day 1,2026-06-09,Not Started,,Payroll
BP-90732,EMP7056,Onboarding,Team introduction,Day 1,2026-05-21,Not Started,,Manager
BP-90733,EMP7056,Onboarding,Compliance training assigned,Day 7,2026-05-19,Escalated,,IT
BP-90734,EMP7056,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-02,Completed,2026-07-02,IT
BP-90735,EMP7056,Onboarding,First 1:1 scheduled,Day 7,2026-05-18,In Progress,,Payroll
BP-90736,EMP7056,Onboarding,Role goals set,Day 30,2026-07-18,Completed,2026-07-14,Payroll
BP-90737,EMP7056,Onboarding,Compliance Document signed,Day 30,2026-06-09,Completed,2026-07-07,Manager
BP-90738,EMP7056,Onboarding,30-day check-in,Day 30,2026-06-04,Escalated,,IT
BP-90739,EMP7056,Onboarding,Mid-probation review,Day 60,2026-08-02,In Progress,,IT
BP-90740,EMP7056,Onboarding,Probation decision,Day 90,2026-07-18,In Progress,,Payroll
BP-90741,EMP7056,Onboarding,90-day survey,Day 90,2026-07-19,In Progress,,IT
BP-90742,EMP7057,Onboarding,Laptop issued,Day 1,2026-06-14,Completed,2026-06-26,HR
BP-90743,EMP7057,Onboarding,Email + SSO access,Day 1,2026-08-02,Completed,2026-07-06,IT
BP-90744,EMP7057,Onboarding,Building badge,Day 1,2026-05-23,Completed,2026-06-30,Payroll
BP-90745,EMP7057,Onboarding,Team introduction,Day 1,2026-06-29,Completed,2026-07-08,IT
BP-90746,EMP7057,Onboarding,Compliance training assigned,Day 7,2026-06-13,Not Started,,IT
BP-90747,EMP7057,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-21,Not Started,,HR
BP-90748,EMP7057,Onboarding,First 1:1 scheduled,Day 7,2026-07-03,Completed,2026-06-30,Payroll
BP-90749,EMP7057,Onboarding,Role goals set,Day 30,2026-06-15,Completed,2026-07-08,Manager
BP-90750,EMP7057,Onboarding,Compliance Document signed,Day 30,2026-06-07,Completed,2026-07-13,IT
BP-90751,EMP7057,Onboarding,30-day check-in,Day 30,2026-06-05,Escalated,,Payroll
BP-90752,EMP7057,Onboarding,Mid-probation review,Day 60,2026-06-16,Completed,2026-07-07,Payroll
BP-90753,EMP7057,Onboarding,Probation decision,Day 90,2026-06-25,Completed,2026-07-11,Payroll
BP-90754,EMP7057,Onboarding,90-day survey,Day 90,2026-07-17,In Progress,,IT
BP-90755,EMP7058,Onboarding,Laptop issued,Day 1,2026-06-21,In Progress,,IT
BP-90756,EMP7058,Onboarding,Email + SSO access,Day 1,2026-08-02,Completed,2026-07-07,HR
BP-90757,EMP7058,Onboarding,Building badge,Day 1,2026-06-28,Completed,2026-06-25,IT
BP-90758,EMP7058,Onboarding,Team introduction,Day 1,2026-05-25,Completed,2026-07-06,IT
BP-90759,EMP7058,Onboarding,Compliance training assigned,Day 7,2026-06-25,In Progress,,HR
BP-90760,EMP7058,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-08,Completed,2026-07-15,Manager
BP-90761,EMP7058,Onboarding,First 1:1 scheduled,Day 7,2026-07-11,Not Started,,Manager
BP-90762,EMP7058,Onboarding,Role goals set,Day 30,2026-07-21,In Progress,,Payroll
BP-90763,EMP7058,Onboarding,Compliance Document signed,Day 30,2026-06-17,Completed,2026-07-12,Manager
BP-90764,EMP7058,Onboarding,30-day check-in,Day 30,2026-05-19,Not Started,,IT
BP-90765,EMP7058,Onboarding,Mid-probation review,Day 60,2026-07-18,Completed,2026-06-29,Manager
BP-90766,EMP7058,Onboarding,Probation decision,Day 90,2026-06-15,Completed,2026-06-30,HR
BP-90767,EMP7058,Onboarding,90-day survey,Day 90,2026-06-22,In Progress,,HR
BP-90768,EMP7059,Onboarding,Laptop issued,Day 1,2026-07-04,Completed,2026-07-14,HR
BP-90769,EMP7059,Onboarding,Email + SSO access,Day 1,2026-06-03,In Progress,,Payroll
BP-90770,EMP7059,Onboarding,Building badge,Day 1,2026-07-19,Completed,2026-06-30,HR
BP-90771,EMP7059,Onboarding,Team introduction,Day 1,2026-07-03,Completed,2026-07-15,Manager
BP-90772,EMP7059,Onboarding,Compliance training assigned,Day 7,2026-06-27,Not Started,,IT
BP-90773,EMP7059,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-16,Completed,2026-07-08,Manager
BP-90774,EMP7059,Onboarding,First 1:1 scheduled,Day 7,2026-07-15,In Progress,,IT
BP-90775,EMP7059,Onboarding,Role goals set,Day 30,2026-07-28,Completed,2026-07-08,Manager
BP-90776,EMP7059,Onboarding,Compliance Document signed,Day 30,2026-07-09,Completed,2026-07-03,HR
BP-90777,EMP7059,Onboarding,30-day check-in,Day 30,2026-07-17,In Progress,,Manager
BP-90778,EMP7059,Onboarding,Mid-probation review,Day 60,2026-05-16,Completed,2026-06-26,Payroll
BP-90779,EMP7059,Onboarding,Probation decision,Day 90,2026-06-06,Completed,2026-06-25,HR
BP-90780,EMP7059,Onboarding,90-day survey,Day 90,2026-06-01,In Progress,,IT
BP-90781,EMP7060,Onboarding,Laptop issued,Day 1,2026-05-17,Completed,2026-05-15,IT
BP-90782,EMP7060,Onboarding,Email + SSO access,Day 1,2026-05-08,Escalated,,IT
BP-90783,EMP7060,Onboarding,Building badge,Day 1,2026-06-06,In Progress,,HR
BP-90784,EMP7060,Onboarding,Team introduction,Day 1,2026-05-11,Completed,2026-05-17,IT
BP-90785,EMP7060,Onboarding,Compliance training assigned,Day 7,2026-05-18,Completed,2026-05-18,IT
BP-90786,EMP7060,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-11,In Progress,,HR
BP-90787,EMP7060,Onboarding,First 1:1 scheduled,Day 7,2026-05-21,Completed,2026-06-07,IT
BP-90788,EMP7060,Onboarding,Role goals set,Day 30,2026-06-08,In Progress,,Manager
BP-90789,EMP7060,Onboarding,Compliance Document signed,Day 30,2026-06-24,Completed,2026-07-09,Payroll
BP-90790,EMP7060,Onboarding,30-day check-in,Day 30,2026-06-29,Completed,2026-07-16,Manager
BP-90791,EMP7060,Onboarding,Mid-probation review,Day 60,2026-07-11,In Progress,,Payroll
BP-90792,EMP7060,Onboarding,Probation decision,Day 90,2026-08-24,Not Started,,IT
BP-90793,EMP7060,Onboarding,90-day survey,Day 90,2026-08-06,Not Started,,Manager
BP-90794,EMP7061,Onboarding,Laptop issued,Day 1,2026-05-09,Escalated,,Payroll
BP-90795,EMP7061,Onboarding,Email + SSO access,Day 1,2026-06-05,Escalated,,IT
BP-90796,EMP7061,Onboarding,Building badge,Day 1,2026-05-18,Completed,2026-05-23,Payroll
BP-90797,EMP7061,Onboarding,Team introduction,Day 1,2026-06-03,Escalated,,HR
BP-90798,EMP7061,Onboarding,Compliance training assigned,Day 7,2026-06-05,Not Started,,Payroll
BP-90799,EMP7061,Onboarding,Policy handbook acknowledgement,Day 7,02/06/2026,Escalated,,Manager
BP-90800,EMP7061,Onboarding,First 1:1 scheduled,Day 7,2026-05-14,Completed,2026-05-22,Payroll
BP-90801,EMP7061,Onboarding,Role goals set,Day 30,2026-06-15,In Progress,,HR
BP-90802,EMP7061,Onboarding,Compliance Document signed,Day 30,2026-06-15,In Progress,,HR
BP-90803,EMP7061,Onboarding,30-day check-in,Day 30,2026-06-09,Completed,2026-06-22,Manager
BP-90804,EMP7061,Onboarding,Mid-probation review,Day 60,2026-07-19,Escalated,,Payroll
BP-90805,EMP7061,Onboarding,Probation decision,Day 90,2026-08-11,Completed,2026-08-12,Manager
BP-90806,EMP7061,Onboarding,90-day survey,Day 90,2026-08-08,Completed,2026-08-10,Payroll
BP-90807,EMP7062,Onboarding,Laptop issued,Day 1,2026-05-23,In Progress,,Payroll
BP-90808,EMP7062,Onboarding,Email + SSO access,Day 1,2026-05-25,Completed,2026-05-25,Payroll
BP-90809,EMP7062,Onboarding,Building badge,Day 1,2026-05-20,In Progress,,Manager
BP-90810,EMP7062,Onboarding,Team introduction,Day 1,2026-06-01,Not Started,,HR
BP-90811,EMP7062,Onboarding,Compliance training assigned,Day 7,2026-06-07,Completed,2026-06-14,HR
BP-90812,EMP7062,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-29,Completed,2026-06-10,HR
BP-90813,EMP7062,Onboarding,First 1:1 scheduled,Day 7,2026-05-31,In Progress,,HR
BP-90814,EMP7062,Onboarding,Role goals set,Day 30,2026-06-13,Completed,2026-06-13,Manager
BP-90815,EMP7062,Onboarding,Compliance Document signed,Day 30,2026-06-16,Not Started,,Payroll
BP-90816,EMP7062,Onboarding,30-day check-in,Day 30,2026-06-09,Not Started,,Manager
BP-90817,EMP7062,Onboarding,Mid-probation review,Day 60,2026-07-19,Completed,2026-07-22,HR
BP-90818,EMP7062,Onboarding,Probation decision,Day 90,2026-08-15,Completed,2026-08-26,Payroll
BP-90819,EMP7062,Onboarding,90-day survey,Day 90,2026-08-29,Completed,2026-08-26,IT
BP-90820,EMP7063,Onboarding,Laptop issued,Day 1,2026-05-26,Completed,2026-06-06,HR
BP-90821,EMP7063,Onboarding,Email + SSO access,Day 1,2026-05-21,Completed,2026-06-08,HR
BP-90822,EMP7063,Onboarding,Building badge,Day 1,2026-05-13,Not Started,,IT
BP-90823,EMP7063,Onboarding,Team introduction,Day 1,2026-05-11,Escalated,,Payroll
BP-90824,EMP7063,Onboarding,Compliance training assigned,Day 7,2026-05-16,Not Started,,Payroll
BP-90825,EMP7063,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-20,In Progress,,HR
BP-90826,EMP7063,Onboarding,First 1:1 scheduled,Day 7,2026-06-09,Completed,2026-06-01,IT
